path,class
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (872).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (489).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (965).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (535).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1447).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1390).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (791).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (976).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (943).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (356).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1128).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (770).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (374).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (769).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (659).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1472).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1320).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (532).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (429).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (561).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1111).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (212).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (744).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1433).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1600).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1294).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (721).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1258).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1040).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1157).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1068).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1332).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1271).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (436).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (298).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (460).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (861).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (67).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (799).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1518).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (75).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1478).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1590).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1114).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (932).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (445).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1633).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (892).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (794).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (960).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (459).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1204).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1185).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1235).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1331).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1322).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1336).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (602).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (228).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (81).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (666).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (543).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (395).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (500).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (977).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (787).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1304).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (379).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1337).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (801).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1419).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1154).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (650).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (810).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1425).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1610).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1408).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (594).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1263).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (189).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1503).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (70).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (101).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1226).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (322).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (245).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1421).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1448).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1469).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1364).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1299).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1609).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1048).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1036).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1246).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (117).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1024).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1530).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (48).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (319).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (916).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1228).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (327).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (805).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (294).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1260).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (622).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (65).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (381).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1476).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1153).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (424).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (415).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (980).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1493).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (260).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (384).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (827).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (971).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (216).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (226).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (36).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (16).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (914).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1259).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (530).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (56).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1117).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (870).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (669).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (291).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (999).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (514).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (935).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1181).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (885).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (724).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (869).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (662).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (354).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (449).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (452).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1019).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (632).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (229).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (598).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (396).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (194).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1409).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (988).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (394).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (646).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (68).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1645).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1103).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1566).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (312).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1266).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1349).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1404).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (456).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1269).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1416).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1125).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1436).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1241).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (582).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1601).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (481).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (69).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (325).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1186).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1050).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (503).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (324).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (690).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (832).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1166).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (100).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (838).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (846).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1467).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (944).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1556).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (90).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1229).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (578).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1199).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (161).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (412).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1123).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1606).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (317).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (419).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (728).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (181).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (895).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1603).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (19).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (681).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (58).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1486).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (143).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1081).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1248).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (909).JPG,Apple___healthy
/home/victus/datasets/plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1078).JPG,Apple___healthy
