path,class,split
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0274.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0186.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0296.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0102.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0189.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0067.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0044.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/2 - Copy.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0207.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0068.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0172.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/31.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0001.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0086.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0020.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0165.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0180.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/30.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0024.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0118.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0174.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0000.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0002.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/4 - Copy.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (4).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0198.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0149.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0084.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/51.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0018.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0011.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0010.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0109.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0160.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0104.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0074.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (7).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0286.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (9).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0175.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0173.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/26 - Copy.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/6.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0081.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0258.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0155.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0143.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/38.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0136.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0105.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0162.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0133.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (8).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0176.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/68.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/70 - Copy (2).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0100.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0049.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0199.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0206.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0197.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0145.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0006.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0053.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0097.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0139.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0293.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0089.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0134.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0270.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0007.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0048.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0244.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/34.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0041.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0072.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (1).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0313.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0101.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0117.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0123.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/99.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0060.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0057.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0140.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0337.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0246.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0038.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0045.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0055.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/45.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (2).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/17.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0064.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (3).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/100.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0150.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/5.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0214.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0144.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/20.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0190.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0063.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/13.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0169.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0108.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0127.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/3.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0054.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0119.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0373.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/add (5).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0257.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0142.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0051.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/1.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0079.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0028.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/61 - Copy.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0157.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0141.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn gray leaf spot/google_0300.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,fit
plantwild/extracted/plantwild/images/corn rust/38.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0027.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/54.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0160.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0181.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/21.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0166.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0017.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0006.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/13.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/94.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0112.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0155.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0224.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/7.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0096.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/60.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0173.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/58.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0029.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/10.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0078.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0067.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0196.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0011.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0132.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0034.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0016.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/100.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/1.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0053.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0018.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0086.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0165.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0039.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/92.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0058.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/20.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/72.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/45.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0087.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0177.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/59.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/90.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0207.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/35.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0172.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0048.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0161.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0127.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/63.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/39.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/29.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0020.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0190.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/27.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0182.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0140.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0035.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0109.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/34.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/57.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/17.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/97.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0124.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0170.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0125.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0079.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0012.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0205.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/67.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/96.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/98.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/64.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0180.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/16.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/18.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/66.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0197.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0142.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0059.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/69.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0031.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0005.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/46.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/76.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0084.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0191.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0008.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0040.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0015.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/61.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0003.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/37.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/89.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0174.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0162.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0146.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0092.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/19.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/12.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/14.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0063.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/52.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0097.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0107.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0094.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/9.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0021.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0212.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0131.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/81.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/32.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0050.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/71.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/2.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/75.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/84.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/47.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0202.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0095.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0113.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/77.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0091.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0080.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/36.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0071.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/31.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/79.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0072.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0117.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/88.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/50.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/51.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/83.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/48.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0104.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0115.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/22.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0046.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0019.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0168.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/55.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0100.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0081.jpg,Corn___Common_rust,fit
plantwild/extracted/plantwild/images/corn rust/google_0139.jpg,Corn___Common_rust,fit
