path,class
plantdoc/PlantDoc-Dataset/train/Cherry leaf/Cherry%20Sweet%20N%20deficiency%20closeup%20Brubaker%202004.JPG.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/Cherry-Fruit-and-Leaves-tp1263.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/ECE47.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/IMG_4280.JPG.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/IMG_5892_original.JPG?1500348823.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/Leaf%20cherry1.JPG.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/RAx1iE.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/black-brazilian-cherry-4988.jpeg.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/canada-red-cherry-leaves.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/canada_red_chokecherry_11_medium_.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/cherry+tree.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/cherry-fertilizer.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/cherry-leaves-e1335624103663.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/cherry-tree-leaves-and-fruits.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/cherry-tree-leaves.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/cherrytree-leaf.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/i-have-a-cherry-tree-5252.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/img_3088.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/prunsero_twig3.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/prunus-avium-le-rvid-c.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/prunus-pensylvanica-007.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/prunus-pensylvanica-le-ahaines-a.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/radish-black-cherry-fruits-leaves.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/sunburst_cherry.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/tree-branch-blossom-plant-fruit-berry-leaf-flower-ripe-food-red-produce-botany-flora-leaves-shrub-fruits-bing-cherry-cherries-flowering-plant-rose-family-fruity-cherry-harvest-sweet-cherry-land-plant-913933.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/wild-and-choke-cherry-leaves_edited-1.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/yoshino-weeping-cherry-tree2.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/train/Cherry leaf/yoshino-weeping-cherry-tree9.jpg,Cherry___healthy
plantdoc/PlantDoc-Dataset/test/Corn Gray leaf spot/IMG_42231.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/test/Corn Gray leaf spot/rsz0803Figure6.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
"plantdoc/PlantDoc-Dataset/test/Corn Gray leaf spot/show_picture.asp?id=aaaaaaaaaaogcqq&w2=420&h2=378&clip=center,420,378&meta=0.jpg",Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/test/Corn Gray leaf spot/strom5.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/0796.16graylspot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/1192.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/1193.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/1355.51grayleafspot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/18largegls0732_copy-143B1EC97E96BA58322.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/2013Corn_GrayLeafSpot_0815_0003.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/2013Corn_GrayLeaf_0820_0003.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/2015070295153021.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/2015Corn_Hail_Taylor_PH%2B%25282%2529.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/22-broders-CR-Gray-leaf-spot-corn.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/2f73110f80014a25a53f9551c94bf164.png.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/7176752.jpeg?351.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/CGrayLeafSpot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Close-up-of-GLS.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Corn-Gray-leafspot-lesions-300x225.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Corn-gray-leaf-spot-8-15-F1-660.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/FJ_010_F17220_B00010.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/FJ_018_F16271-3.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Fig%202b.%20GLS%20backlit%20copy.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Figure%201%20Gray%20leaf%20spot%20and%20Northern%20corn%20leaf%20blight.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Figure%201.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Figure%204%20Grey%20leaf%20spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/GLS-pic-1-1-225x300.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/GRAY_LE2.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/GetFile.aspx?guid=fb78e057-33b3-4901-b836-e08e45889f6f.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Gray%20Leaf%20SpotCORN039.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Gray%20leaf%20spot-Adam%20Sisson%20%2856%29%20copy-400x267.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Gray-Leaf-Spot-on-Corn-um9znc.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Gray-leaf-spot-Adam-Sisson-20.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Gray-leaf-spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/GrayLeafSpot_Chilvers.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Greyleafspot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/IMG_0004.JPG?itok=tv_vWPMi.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/IMG_1359.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/IMG_5251.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/IMG_6802%2B%25282%2529.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Kelley%20Gray%20leaf%20spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Ontario-Field-Crop-Report_July_27_2017_f3-1024x681.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/corn-gls-bls-lesion-comparison.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/corn-gray-leaf-spot-backlit-2.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/corn-gray-leaf-spot-f4.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/corn-gray-leaf-spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/cornGLS2.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/cp_A-325_gray_leaf_spot_article.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/g1902-1.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/g1902-3b.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/glfspot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/gls99-anamosa.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/gray%20leaf%20spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/gray-leafspt-09-227x300.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/gray_leaf_spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/gray_leaf_spot__1-14B8612C8B60CDBC8E2.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/gray_leaf_spot_developing.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/grayleafspot99a.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/grayleafspot_earleaf.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/grayleafspothybrid.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/grayleafspotinbred.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/grayspot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/grey_leaf_spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/lipps-d.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/lipps-e.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/rsz0715grayleafspot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/rsz0803Figure5.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/uuid%3D23d9bc54-c4a7-4958-890c-0505ac310594%26groupId%3D1841%26t%3D1278717199836.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/02c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/0796.20graylssymt.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/07c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/0c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/1321189.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/160314_web.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/2013Corn_GrayLeafSpot_0815_0003.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/2015070295153021.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/Common%20Diseases%20Figure%201.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/Corn-SCLB-2017-1.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/corn-disease-update-fig-3-gray-leaf-spot.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/corn-gray-leaf-spot-f4.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/00c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/011.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/01c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/02.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/022.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/03c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/04c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/05c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/06c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/071409%20Vincelli%20nlb%20on%20corn%20leaf.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/0796.33anthracn.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/0805Fig3400.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/09c.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/1-495x400.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/1200px-Northern_corn_leaf_blight.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/186116-325x209-Northern-Corn-Leaf-Blight-Chilvers.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/2-3%20Gray%20leaf%20spot%20BRUCE.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/2014-07-23-corngosswilt.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/20140826_131630.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/20160812__13ST_xanthomonas~1.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/20160826-corndisease-unlt.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/203725159.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/2159_0.jpeg?itok=eBFRbolm.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/220px-Sporulation_on_leaf.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/24154194959_fd4b42edde_b.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/28380-1024x768.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/28430_rel.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/28430_web.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/4885423651_3c983eaa16_b.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/80102321.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/BacterialLeafStreakinCornImage1.png.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Bsglqj_IYAATS3C.jpg%2Blarge.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/CORN-DISEASE.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/CmyiAkUUIAAqSEa.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Cochliobolus_heterostrophus.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn+Blight+1970+Fungus%3A+Southern+Corn+Leaf+Blight.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-Disease-NCLB-A-Nelson-6-18-2015-F1.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-GLS-Picture2-e1403817927977-1024x416.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-Gray-Leaf-Spot-7-31-F2.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-NCLB.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-disease-small-NCLB-lesions-A-Nelson-6-16-2015-F2.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-gray-leaf-spot-8-14-15-F1.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-gray-leaf-spot-8-21.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-gray-leaf-spot-F2-8-7-15.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn-northern%20corn%20leaf%20blight-8-21.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn020Fig2.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Corn_Fig10.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/DSCN0119.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/DSCN0128.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Erv-sprayed-4.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/FJ_018_F16271-2.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Fig%201b%20BLS%20backlit%20new%20copy.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Fig1_Northern_corn_leaf_blight.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Figure%202%20Foliar%20symptoms%20of%20similar%20diseases%20to%20Goss.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Figure%202.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Figure-2-.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Freckles-in-older-lesion1.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/GLSvsNCLB.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Henrycorn1.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_1153.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_1347.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_1385.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_1468-431x323.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_20140601_143916_7931.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_20140601_143928_0711.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/IMG_42231.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Kelley%20NCLB.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/N.-Corn-Leaf-Blight-20lx3t9.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/NCLB-2.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/NCLB6.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/NoCornLeafBlight13b.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Blight.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Leaf-Blight-Lesions.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Leaf-Blight-NCLB-med.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Leaf-Blight-in-Sweet-Corn.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Leaf-Blight.ashx.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Leaf-Blight.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-Corn-Leaf-Blight4.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-corn-leaf-blight-NM-F1a.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-corn-leaf-blight-NM-F2.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-corn-leaf-blight-V12-leaf-NM-F3.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-corn-leaf-blight2_twitter.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-corn-leafblight.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Northern-leaf-blight-in-corn.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/NorthernCornLeafBlight.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Ontario-Field-Crop-Report_July_27_2017_f1-1024x768.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/P1000367.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/P6120019.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Risk+factors+for+Goss%E2%80%99s+wilt+and+leaf+blight+Percent+surface+residue.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/SAM_0376.JPG.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Slide1.preview.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Southern-Corn-Leaf-Blight-USDA.ashx?w=770.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Stewarts-Leaf-Blight-Phase-24.jpg,Corn___Northern_Leaf_Blight
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/agriculture-crop-disease-northern-corn-leaf-blight-fungus-exserohilum-FRA00E.jpg,Corn___Northern_Leaf_Blight
